Sample type,Days after inoculation,Date,Licor,Trial,Treatment,Species,Plant Number,Isolate Number,Unique Sample Number,Obs,Photosynthesis
1DroughtIndigenous Pathogen 1,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,1,1,3,1,1.145928224
1DroughtIndigenous Pathogen 1,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,1,1,3,2,0.822435141
1DroughtIndigenous Pathogen 1,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,1,1,3,3,0.838279611
1DroughtIndigenous Pathogen 1,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,1,1,3,4,1.28940692
1DroughtIndigenous Pathogen 1,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,1,1,3,5,1.333933763
1DroughtIndigenous Pathogen 1,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,1,1,3,6,1.160148223
1DroughtIndigenous Pathogen 1,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,1,1,3,7,1.661962145
1DroughtIndigenous Pathogen 1,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,1,1,3,8,1.593952471
1DroughtIndigenous Pathogen 1,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,1,1,3,9,1.686115801
1DroughtIndigenous Pathogen 1,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,1,1,3,10,1.66883328
2DroughtExotic Pathogen 1,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,1,1,28,1,0.048382315
2DroughtExotic Pathogen 1,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,1,1,28,2,0.741411724
2DroughtExotic Pathogen 1,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,1,1,28,3,0.149416122
2DroughtExotic Pathogen 1,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,1,1,28,4,-1.309244914
2DroughtExotic Pathogen 1,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,1,1,28,5,-1.188923363
2DroughtExotic Pathogen 1,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,1,1,28,6,-0.135922919
2DroughtExotic Pathogen 1,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,1,1,28,7,-0.789798036
2DroughtExotic Pathogen 1,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,1,1,28,8,-2.130073569
2DroughtExotic Pathogen 1,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,1,1,28,9,0.275236279
2DroughtExotic Pathogen 1,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,1,1,28,10,-0.18670739
1WetExotic Pathogen 1,37,7/6/2018,6400,1,Wet,Exotic Pathogen ,1,1,30,1,0.544919728
1WetExotic Pathogen 1,37,7/6/2018,6400,1,Wet,Exotic Pathogen ,1,1,30,2,0.53403943
1WetExotic Pathogen 1,37,7/6/2018,6400,1,Wet,Exotic Pathogen ,1,1,30,3,-0.050788963
1WetExotic Pathogen 1,37,7/6/2018,6400,1,Wet,Exotic Pathogen ,1,1,30,4,0.423351563
1WetExotic Pathogen 1,37,7/6/2018,6400,1,Wet,Exotic Pathogen ,1,1,30,5,0.315381102
1WetExotic Pathogen 1,37,7/6/2018,6400,1,Wet,Exotic Pathogen ,1,1,30,6,0.324717627
1WetExotic Pathogen 1,37,7/6/2018,6400,1,Wet,Exotic Pathogen ,1,1,30,7,0.41779503
1WetExotic Pathogen 1,37,7/6/2018,6400,1,Wet,Exotic Pathogen ,1,1,30,8,0.198718216
1WetExotic Pathogen 1,37,7/6/2018,6400,1,Wet,Exotic Pathogen ,1,1,30,9,0.380533598
1WetExotic Pathogen 1,37,7/6/2018,6400,1,Wet,Exotic Pathogen ,1,1,30,10,0.459214619
1WetIndigenous Pathogen 2,22,6/21/2018,6400,1,Wet,Indigenous Pathogen ,2,1,46,1,8.32629034
1WetIndigenous Pathogen 2,22,6/21/2018,6400,1,Wet,Indigenous Pathogen ,2,1,46,2,8.099115651
1WetIndigenous Pathogen 2,22,6/21/2018,6400,1,Wet,Indigenous Pathogen ,2,1,46,3,7.647773774
1WetIndigenous Pathogen 2,22,6/21/2018,6400,1,Wet,Indigenous Pathogen ,2,1,46,4,9.240423123
1WetIndigenous Pathogen 2,22,6/21/2018,6400,1,Wet,Indigenous Pathogen ,2,1,46,5,8.739181238
1WetIndigenous Pathogen 2,22,6/21/2018,6400,1,Wet,Indigenous Pathogen ,2,1,46,6,8.281123522
1WetIndigenous Pathogen 2,22,6/21/2018,6400,1,Wet,Indigenous Pathogen ,2,1,46,7,9.794243439
1WetIndigenous Pathogen 2,22,6/21/2018,6400,1,Wet,Indigenous Pathogen ,2,1,46,8,8.876099279
1WetIndigenous Pathogen 2,22,6/21/2018,6400,1,Wet,Indigenous Pathogen ,2,1,46,9,8.927264153
1WetIndigenous Pathogen 2,22,6/21/2018,6400,1,Wet,Indigenous Pathogen ,2,1,46,10,8.522508969
1WetIndigenous Pathogen 2,22,6/21/2018,6400,1,Wet,Indigenous Pathogen ,2,1,46,11,8.366497643
1DroughtIndigenous Pathogen 1,22,6/21/2018,6400,1,Drought,Indigenous Pathogen ,1,1,49,1,0.025653087
1DroughtIndigenous Pathogen 1,22,6/21/2018,6400,1,Drought,Indigenous Pathogen ,1,1,49,2,0.59469871
1DroughtIndigenous Pathogen 1,22,6/21/2018,6400,1,Drought,Indigenous Pathogen ,1,1,49,3,0.54546666
1DroughtIndigenous Pathogen 1,22,6/21/2018,6400,1,Drought,Indigenous Pathogen ,1,1,49,4,0.363113772
1DroughtIndigenous Pathogen 1,22,6/21/2018,6400,1,Drought,Indigenous Pathogen ,1,1,49,5,0.254992162
1DroughtIndigenous Pathogen 1,22,6/21/2018,6400,1,Drought,Indigenous Pathogen ,1,1,49,6,0.849988239
1DroughtIndigenous Pathogen 1,22,6/21/2018,6400,1,Drought,Indigenous Pathogen ,1,1,49,7,0.207704585
1DroughtIndigenous Pathogen 1,22,6/21/2018,6400,1,Drought,Indigenous Pathogen ,1,1,49,8,1.004036138
1DroughtIndigenous Pathogen 1,22,6/21/2018,6400,1,Drought,Indigenous Pathogen ,1,1,49,9,0.470121012
1DroughtIndigenous Pathogen 1,22,6/21/2018,6400,1,Drought,Indigenous Pathogen ,1,1,49,10,0.426652189
1DroughtIndigenous Pathogen 1,22,6/21/2018,6400,1,Drought,Indigenous Pathogen ,1,1,49,11,0.553070947
1DroughtIndigenous Pathogen 1,22,6/21/2018,6400,1,Drought,Indigenous Pathogen ,1,1,49,12,0.636575289
2WetExotic Pathogen 1,35,7/4/2018,6400,2,Wet,Exotic Pathogen ,1,1,53,1,0.136985787
2WetExotic Pathogen 1,35,7/4/2018,6400,2,Wet,Exotic Pathogen ,1,1,53,2,0.149496441
2WetExotic Pathogen 1,35,7/4/2018,6400,2,Wet,Exotic Pathogen ,1,1,53,3,-0.240730671
2WetExotic Pathogen 1,35,7/4/2018,6400,2,Wet,Exotic Pathogen ,1,1,53,4,0.505198882
2WetExotic Pathogen 1,35,7/4/2018,6400,2,Wet,Exotic Pathogen ,1,1,53,5,0.438745679
2WetExotic Pathogen 1,35,7/4/2018,6400,2,Wet,Exotic Pathogen ,1,1,53,6,0.240523551
2WetExotic Pathogen 1,35,7/4/2018,6400,2,Wet,Exotic Pathogen ,1,1,53,7,-0.004069101
2WetExotic Pathogen 1,35,7/4/2018,6400,2,Wet,Exotic Pathogen ,1,1,53,8,-0.103853544
2WetExotic Pathogen 1,35,7/4/2018,6400,2,Wet,Exotic Pathogen ,1,1,53,9,0.3174
2WetExotic Pathogen 1,35,7/4/2018,6400,2,Wet,Exotic Pathogen ,1,1,53,10,0.201196358
2WetExotic Pathogen 1,35,7/4/2018,6400,2,Wet,Exotic Pathogen ,1,1,53,11,0.177883409
2WetExotic Pathogen 1,35,7/4/2018,6400,2,Wet,Exotic Pathogen ,1,1,53,12,0.147523859
2WetExotic Pathogen 1,35,7/4/2018,6400,2,Wet,Exotic Pathogen ,1,1,53,13,-0.349728113
2DroughtIndigenous Pathogen 2,35,7/4/2018,6400,2,Drought,Indigenous Pathogen ,2,1,62,1,0.379773146
2DroughtIndigenous Pathogen 2,35,7/4/2018,6400,2,Drought,Indigenous Pathogen ,2,1,62,2,0.253722574
2DroughtIndigenous Pathogen 2,35,7/4/2018,6400,2,Drought,Indigenous Pathogen ,2,1,62,3,0.912109032
2DroughtIndigenous Pathogen 2,35,7/4/2018,6400,2,Drought,Indigenous Pathogen ,2,1,62,4,0.353280549
2DroughtIndigenous Pathogen 2,35,7/4/2018,6400,2,Drought,Indigenous Pathogen ,2,1,62,5,0.375558181
2DroughtIndigenous Pathogen 2,35,7/4/2018,6400,2,Drought,Indigenous Pathogen ,2,1,62,6,0.58537348
2DroughtIndigenous Pathogen 2,35,7/4/2018,6400,2,Drought,Indigenous Pathogen ,2,1,62,7,0.351232586
2DroughtIndigenous Pathogen 2,35,7/4/2018,6400,2,Drought,Indigenous Pathogen ,2,1,62,8,1.097405868
2DroughtIndigenous Pathogen 2,35,7/4/2018,6400,2,Drought,Indigenous Pathogen ,2,1,62,9,0.462754028
2DroughtIndigenous Pathogen 2,35,7/4/2018,6400,2,Drought,Indigenous Pathogen ,2,1,62,10,0.657634298
2DroughtIndigenous Pathogen 2,35,7/4/2018,6400,2,Drought,Indigenous Pathogen ,2,1,62,11,0.646559539
2DroughtIndigenous Pathogen 2,35,7/4/2018,6400,2,Drought,Indigenous Pathogen ,2,1,62,12,0.421258133
2DroughtExotic Pathogen 1,35,7/4/2018,6400,2,Drought,Exotic Pathogen ,1,1,64,1,0.980202119
2DroughtExotic Pathogen 1,35,7/4/2018,6400,2,Drought,Exotic Pathogen ,1,1,64,2,1.414997729
2DroughtExotic Pathogen 1,35,7/4/2018,6400,2,Drought,Exotic Pathogen ,1,1,64,3,2.755644615
2DroughtExotic Pathogen 1,35,7/4/2018,6400,2,Drought,Exotic Pathogen ,1,1,64,4,1.509517993
2DroughtExotic Pathogen 1,35,7/4/2018,6400,2,Drought,Exotic Pathogen ,1,1,64,5,1.412933867
2DroughtExotic Pathogen 1,35,7/4/2018,6400,2,Drought,Exotic Pathogen ,1,1,64,6,1.629972393
2DroughtExotic Pathogen 1,35,7/4/2018,6400,2,Drought,Exotic Pathogen ,1,1,64,7,1.278117006
2DroughtExotic Pathogen 1,35,7/4/2018,6400,2,Drought,Exotic Pathogen ,1,1,64,8,1.037764315
2DroughtExotic Pathogen 1,35,7/4/2018,6400,2,Drought,Exotic Pathogen ,1,1,64,9,1.796989977
2DroughtExotic Pathogen 1,35,7/4/2018,6400,2,Drought,Exotic Pathogen ,1,1,64,10,1.320836992
2DroughtExotic Pathogen 1,35,7/4/2018,6400,2,Drought,Exotic Pathogen ,1,1,64,11,0.607825876
1WetIndigenous Pathogen 1,37,7/6/2018,6800,1,Wet,Indigenous Pathogen ,1,1,69,1,0.144846688
1WetIndigenous Pathogen 1,37,7/6/2018,6800,1,Wet,Indigenous Pathogen ,1,1,69,2,0.124556906
1WetIndigenous Pathogen 1,37,7/6/2018,6800,1,Wet,Indigenous Pathogen ,1,1,69,3,0.123610557
1WetIndigenous Pathogen 1,37,7/6/2018,6800,1,Wet,Indigenous Pathogen ,1,1,69,4,0.159904068
1WetIndigenous Pathogen 1,37,7/6/2018,6800,1,Wet,Indigenous Pathogen ,1,1,69,5,0.156477334
1WetIndigenous Pathogen 1,37,7/6/2018,6800,1,Wet,Indigenous Pathogen ,1,1,69,6,0.17502212
1WetIndigenous Pathogen 1,37,7/6/2018,6800,1,Wet,Indigenous Pathogen ,1,1,69,7,0.181009104
1WetIndigenous Pathogen 1,37,7/6/2018,6800,1,Wet,Indigenous Pathogen ,1,1,69,8,0.186664046
1WetIndigenous Pathogen 1,37,7/6/2018,6800,1,Wet,Indigenous Pathogen ,1,1,69,9,0.196629265
1WetIndigenous Pathogen 1,37,7/6/2018,6800,1,Wet,Indigenous Pathogen ,1,1,69,10,0.24730993
1WetIndigenous Pathogen 1,37,7/6/2018,6800,1,Wet,Indigenous Pathogen ,1,1,69,11,0.270413232
1DroughtIndigenous Pathogen 2,37,7/6/2018,6800,1,Drought,Indigenous Pathogen ,2,1,80,1,0.039398542
1DroughtIndigenous Pathogen 2,37,7/6/2018,6800,1,Drought,Indigenous Pathogen ,2,1,80,2,0.043427671
1DroughtIndigenous Pathogen 2,37,7/6/2018,6800,1,Drought,Indigenous Pathogen ,2,1,80,3,0.07392424
1DroughtIndigenous Pathogen 2,37,7/6/2018,6800,1,Drought,Indigenous Pathogen ,2,1,80,4,0.060024958
1DroughtIndigenous Pathogen 2,37,7/6/2018,6800,1,Drought,Indigenous Pathogen ,2,1,80,5,0.081521865
1DroughtIndigenous Pathogen 2,37,7/6/2018,6800,1,Drought,Indigenous Pathogen ,2,1,80,6,0.062008122
1DroughtIndigenous Pathogen 2,37,7/6/2018,6800,1,Drought,Indigenous Pathogen ,2,1,80,7,0.061607621
1DroughtIndigenous Pathogen 2,37,7/6/2018,6800,1,Drought,Indigenous Pathogen ,2,1,80,8,0.056801472
1DroughtIndigenous Pathogen 2,37,7/6/2018,6800,1,Drought,Indigenous Pathogen ,2,1,80,9,0.056763362
1DroughtIndigenous Pathogen 2,37,7/6/2018,6800,1,Drought,Indigenous Pathogen ,2,1,80,10,0.061362931
1WetIndigenous Pathogen 2,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,2,1,91,1,7.916968766
1WetIndigenous Pathogen 2,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,2,1,91,2,7.987488903
1WetIndigenous Pathogen 2,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,2,1,91,3,8.017712055
1WetIndigenous Pathogen 2,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,2,1,91,4,8.091224539
1WetIndigenous Pathogen 2,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,2,1,91,5,8.105730657
1WetIndigenous Pathogen 2,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,2,1,91,6,8.105448839
1WetIndigenous Pathogen 2,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,2,1,91,7,8.126160985
1WetIndigenous Pathogen 2,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,2,1,91,8,8.146325496
1WetIndigenous Pathogen 2,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,2,1,91,9,8.189760639
1WetIndigenous Pathogen 2,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,2,1,91,10,8.164820136
1WetIndigenous Pathogen 2,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,2,1,91,11,8.202982445
1WetExotic Pathogen 1,22,6/21/2018,6800,1,Wet,Exotic Pathogen ,1,1,104,1,0.018847899
1WetExotic Pathogen 1,22,6/21/2018,6800,1,Wet,Exotic Pathogen ,1,1,104,2,0.045226629
1WetExotic Pathogen 1,22,6/21/2018,6800,1,Wet,Exotic Pathogen ,1,1,104,3,-0.005384292
1WetExotic Pathogen 1,22,6/21/2018,6800,1,Wet,Exotic Pathogen ,1,1,104,4,-0.000524723
1WetExotic Pathogen 1,22,6/21/2018,6800,1,Wet,Exotic Pathogen ,1,1,104,5,0.005700614
1WetExotic Pathogen 1,22,6/21/2018,6800,1,Wet,Exotic Pathogen ,1,1,104,6,0.002599037
1WetExotic Pathogen 1,22,6/21/2018,6800,1,Wet,Exotic Pathogen ,1,1,104,7,-0.012087888
1WetExotic Pathogen 1,22,6/21/2018,6800,1,Wet,Exotic Pathogen ,1,1,104,8,-0.0076287
1WetExotic Pathogen 1,22,6/21/2018,6800,1,Wet,Exotic Pathogen ,1,1,104,9,-0.006464529
1WetExotic Pathogen 1,22,6/21/2018,6800,1,Wet,Exotic Pathogen ,1,1,104,10,-0.020622508
1WetExotic Pathogen 1,22,6/21/2018,6800,1,Wet,Exotic Pathogen ,1,1,104,11,-0.006857492
1DroughtExotic Pathogen 1,22,6/21/2018,6800,1,Drought,Exotic Pathogen ,1,1,108,1,0.050006102
1DroughtExotic Pathogen 1,22,6/21/2018,6800,1,Drought,Exotic Pathogen ,1,1,108,2,0.061756782
1DroughtExotic Pathogen 1,22,6/21/2018,6800,1,Drought,Exotic Pathogen ,1,1,108,3,0.041149196
1DroughtExotic Pathogen 1,22,6/21/2018,6800,1,Drought,Exotic Pathogen ,1,1,108,4,0.087204408
1DroughtExotic Pathogen 1,22,6/21/2018,6800,1,Drought,Exotic Pathogen ,1,1,108,5,0.039730723
1DroughtExotic Pathogen 1,22,6/21/2018,6800,1,Drought,Exotic Pathogen ,1,1,108,6,0.046152504
1DroughtExotic Pathogen 1,22,6/21/2018,6800,1,Drought,Exotic Pathogen ,1,1,108,7,0.028786534
1DroughtExotic Pathogen 1,22,6/21/2018,6800,1,Drought,Exotic Pathogen ,1,1,108,8,0.034957159
1DroughtExotic Pathogen 1,22,6/21/2018,6800,1,Drought,Exotic Pathogen ,1,1,108,9,0.041966308
1DroughtExotic Pathogen 1,22,6/21/2018,6800,1,Drought,Exotic Pathogen ,1,1,108,10,0.029514549
1DroughtExotic Pathogen 1,22,6/21/2018,6800,1,Drought,Exotic Pathogen ,1,1,108,11,0.041785433
1DroughtIndigenous Pathogen 1,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,1,1,116,1,0.364822485
1DroughtIndigenous Pathogen 1,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,1,1,116,2,0.438516702
1DroughtIndigenous Pathogen 1,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,1,1,116,3,0.500714236
1DroughtIndigenous Pathogen 1,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,1,1,116,4,0.563110205
1DroughtIndigenous Pathogen 1,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,1,1,116,5,0.609085489
1DroughtIndigenous Pathogen 1,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,1,1,116,6,0.63269384
1DroughtIndigenous Pathogen 1,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,1,1,116,7,0.685155006
1DroughtIndigenous Pathogen 1,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,1,1,116,8,0.709848779
1DroughtIndigenous Pathogen 1,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,1,1,116,9,0.755734643
1DroughtIndigenous Pathogen 1,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,1,1,116,10,0.774398753
1DroughtIndigenous Pathogen 1,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,1,1,116,11,0.794875031
1DroughtExotic Pathogen 2,17,6/16/2018,6800,1,Drought,Exotic Pathogen ,2,1,121,1,0.080016979
1DroughtExotic Pathogen 2,17,6/16/2018,6800,1,Drought,Exotic Pathogen ,2,1,121,2,0.091677469
1DroughtExotic Pathogen 2,17,6/16/2018,6800,1,Drought,Exotic Pathogen ,2,1,121,3,0.069412846
1DroughtExotic Pathogen 2,17,6/16/2018,6800,1,Drought,Exotic Pathogen ,2,1,121,4,0.072042922
1DroughtExotic Pathogen 2,17,6/16/2018,6800,1,Drought,Exotic Pathogen ,2,1,121,5,0.078982312
1DroughtExotic Pathogen 2,17,6/16/2018,6800,1,Drought,Exotic Pathogen ,2,1,121,6,0.070748071
1DroughtExotic Pathogen 2,17,6/16/2018,6800,1,Drought,Exotic Pathogen ,2,1,121,7,0.083703477
1DroughtExotic Pathogen 2,17,6/16/2018,6800,1,Drought,Exotic Pathogen ,2,1,121,8,0.079627513
1DroughtExotic Pathogen 2,17,6/16/2018,6800,1,Drought,Exotic Pathogen ,2,1,121,9,0.080869272
1DroughtExotic Pathogen 2,17,6/16/2018,6800,1,Drought,Exotic Pathogen ,2,1,121,10,0.054931815
1DroughtExotic Pathogen 2,13,6/12/2018,6800,1,Drought,Exotic Pathogen ,2,1,124,1,1.046635031
1DroughtExotic Pathogen 2,13,6/12/2018,6800,1,Drought,Exotic Pathogen ,2,1,124,2,1.043737423
1DroughtExotic Pathogen 2,13,6/12/2018,6800,1,Drought,Exotic Pathogen ,2,1,124,3,1.079563122
1DroughtExotic Pathogen 2,13,6/12/2018,6800,1,Drought,Exotic Pathogen ,2,1,124,4,1.065227998
1DroughtExotic Pathogen 2,13,6/12/2018,6800,1,Drought,Exotic Pathogen ,2,1,124,5,1.055941804
1DroughtExotic Pathogen 2,13,6/12/2018,6800,1,Drought,Exotic Pathogen ,2,1,124,6,1.061630086
1DroughtExotic Pathogen 2,13,6/12/2018,6800,1,Drought,Exotic Pathogen ,2,1,124,7,1.044943343
1DroughtExotic Pathogen 2,13,6/12/2018,6800,1,Drought,Exotic Pathogen ,2,1,124,8,1.051044923
1DroughtExotic Pathogen 2,13,6/12/2018,6800,1,Drought,Exotic Pathogen ,2,1,124,9,1.072621767
1DroughtExotic Pathogen 2,13,6/12/2018,6800,1,Drought,Exotic Pathogen ,2,1,124,10,1.056376066
2DroughtIndigenous Pathogen 2,13,6/12/2018,6800,2,Drought,Indigenous Pathogen ,2,1,125,1,0.806889291
2DroughtIndigenous Pathogen 2,13,6/12/2018,6800,2,Drought,Indigenous Pathogen ,2,1,125,2,0.810958834
2DroughtIndigenous Pathogen 2,13,6/12/2018,6800,2,Drought,Indigenous Pathogen ,2,1,125,3,0.818875052
2DroughtIndigenous Pathogen 2,13,6/12/2018,6800,2,Drought,Indigenous Pathogen ,2,1,125,4,0.817506115
2DroughtIndigenous Pathogen 2,13,6/12/2018,6800,2,Drought,Indigenous Pathogen ,2,1,125,5,0.820713428
2DroughtIndigenous Pathogen 2,13,6/12/2018,6800,2,Drought,Indigenous Pathogen ,2,1,125,6,0.817624066
2DroughtIndigenous Pathogen 2,13,6/12/2018,6800,2,Drought,Indigenous Pathogen ,2,1,125,7,0.795392987
2DroughtIndigenous Pathogen 2,13,6/12/2018,6800,2,Drought,Indigenous Pathogen ,2,1,125,8,0.795191718
2DroughtIndigenous Pathogen 2,13,6/12/2018,6800,2,Drought,Indigenous Pathogen ,2,1,125,9,0.779504091
2DroughtIndigenous Pathogen 2,13,6/12/2018,6800,2,Drought,Indigenous Pathogen ,2,1,125,10,0.781075844
2WetIndigenous Pathogen 2,13,6/12/2018,6800,2,Wet,Indigenous Pathogen ,2,1,127,1,2.840843538
2WetIndigenous Pathogen 2,13,6/12/2018,6800,2,Wet,Indigenous Pathogen ,2,1,127,2,2.888167918
2WetIndigenous Pathogen 2,13,6/12/2018,6800,2,Wet,Indigenous Pathogen ,2,1,127,3,2.987643525
2WetIndigenous Pathogen 2,13,6/12/2018,6800,2,Wet,Indigenous Pathogen ,2,1,127,4,3.029775048
2WetIndigenous Pathogen 2,13,6/12/2018,6800,2,Wet,Indigenous Pathogen ,2,1,127,5,3.125831825
2WetIndigenous Pathogen 2,13,6/12/2018,6800,2,Wet,Indigenous Pathogen ,2,1,127,6,3.219137081
2WetIndigenous Pathogen 2,13,6/12/2018,6800,2,Wet,Indigenous Pathogen ,2,1,127,7,3.289438886
2WetIndigenous Pathogen 2,13,6/12/2018,6800,2,Wet,Indigenous Pathogen ,2,1,127,8,3.326994453
2WetIndigenous Pathogen 2,13,6/12/2018,6800,2,Wet,Indigenous Pathogen ,2,1,127,9,3.45868974
2WetIndigenous Pathogen 2,13,6/12/2018,6800,2,Wet,Indigenous Pathogen ,2,1,127,10,3.717071525
1DroughtExotic Pathogen 1,9,6/8/2018,6800,1,Drought,Exotic Pathogen ,1,1,140,1,0.422656843
1DroughtExotic Pathogen 1,9,6/8/2018,6800,1,Drought,Exotic Pathogen ,1,1,140,2,0.421343239
1DroughtExotic Pathogen 1,9,6/8/2018,6800,1,Drought,Exotic Pathogen ,1,1,140,3,0.411262708
1DroughtExotic Pathogen 1,9,6/8/2018,6800,1,Drought,Exotic Pathogen ,1,1,140,4,0.406743819
1DroughtExotic Pathogen 1,9,6/8/2018,6800,1,Drought,Exotic Pathogen ,1,1,140,5,0.42589011
1DroughtExotic Pathogen 1,9,6/8/2018,6800,1,Drought,Exotic Pathogen ,1,1,140,6,0.416724821
1DroughtExotic Pathogen 1,9,6/8/2018,6800,1,Drought,Exotic Pathogen ,1,1,140,7,0.42753984
1DroughtExotic Pathogen 1,9,6/8/2018,6800,1,Drought,Exotic Pathogen ,1,1,140,8,0.459377732
1DroughtExotic Pathogen 1,9,6/8/2018,6800,1,Drought,Exotic Pathogen ,1,1,140,9,0.478278185
1DroughtExotic Pathogen 1,9,6/8/2018,6800,1,Drought,Exotic Pathogen ,1,1,140,10,0.469644408
2WetExotic Pathogen 1,9,6/8/2018,6800,2,Wet,Exotic Pathogen ,1,1,143,1,4.355298125
2WetExotic Pathogen 1,9,6/8/2018,6800,2,Wet,Exotic Pathogen ,1,1,143,2,4.372415877
2WetExotic Pathogen 1,9,6/8/2018,6800,2,Wet,Exotic Pathogen ,1,1,143,3,4.375191907
2WetExotic Pathogen 1,9,6/8/2018,6800,2,Wet,Exotic Pathogen ,1,1,143,4,4.342809024
2WetExotic Pathogen 1,9,6/8/2018,6800,2,Wet,Exotic Pathogen ,1,1,143,5,4.347775241
2WetExotic Pathogen 1,9,6/8/2018,6800,2,Wet,Exotic Pathogen ,1,1,143,6,4.353911765
2WetExotic Pathogen 1,9,6/8/2018,6800,2,Wet,Exotic Pathogen ,1,1,143,7,4.352887474
2WetExotic Pathogen 1,9,6/8/2018,6800,2,Wet,Exotic Pathogen ,1,1,143,8,4.353336943
2WetExotic Pathogen 1,9,6/8/2018,6800,2,Wet,Exotic Pathogen ,1,1,143,9,4.345320062
2WetExotic Pathogen 1,9,6/8/2018,6800,2,Wet,Exotic Pathogen ,1,1,143,10,4.367924576
1DroughtExotic Pathogen 3,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,3,2,6,1,3.142259359
1DroughtExotic Pathogen 3,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,3,2,6,2,2.443323407
1DroughtExotic Pathogen 3,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,3,2,6,3,2.128772694
1DroughtExotic Pathogen 3,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,3,2,6,4,3.436691515
1DroughtExotic Pathogen 3,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,3,2,6,5,1.964754419
1DroughtExotic Pathogen 3,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,3,2,6,6,1.098951355
1DroughtExotic Pathogen 3,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,3,2,6,7,2.130875407
1DroughtExotic Pathogen 3,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,3,2,6,8,0.960347883
1DroughtExotic Pathogen 3,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,3,2,6,9,1.063676427
1DroughtExotic Pathogen 3,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,3,2,6,10,0.991384857
1DroughtExotic Pathogen 3,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,3,2,6,11,0.862682179
1DroughtIndigenous Pathogen 3,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,3,2,8,1,13.29281498
1DroughtIndigenous Pathogen 3,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,3,2,8,2,12.12215502
1DroughtIndigenous Pathogen 3,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,3,2,8,3,11.34661238
1DroughtIndigenous Pathogen 3,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,3,2,8,4,11.93436004
1DroughtIndigenous Pathogen 3,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,3,2,8,5,11.71908616
1DroughtIndigenous Pathogen 3,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,3,2,8,6,11.82464927
1DroughtIndigenous Pathogen 3,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,3,2,8,7,11.64521328
